Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,126 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,158 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,340 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps
BUENOS AIRES,Balcarce,Ramos Otero,6063040,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,San Agustín,6063050,24,,,,,,,8,,,,,,,,,25,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,,,,,,,,1,,,,,,,,,18,,,,1,,15,,,,,,,,4,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Baradero,Baradero,6070010,,,1,,,36,,,,,943,,,1,,1,402,,,,1,,542,,,,,,,,55,,,,25,,,,,,,,,,,1,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,,,,,,,4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,2807,,,,,,,,,59,,,,,,,,,,,15,
BUENOS AIRES,Baradero,Irineo Portela,6070020,,,,,,,,,,,76,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Baradero,Santa Coloma,6070030,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,,,,,,,,,,,153,,,,,,9,,,,,,82,,,,,,,,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Barker,6084010,1,,1,,,20,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,4,,1,,,,,,,,,,59,,,,,,,,428,,59,,,,1,,,,914,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,López,6084030,,,,,,,,,,,12,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,,,1,,,50,,43,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berazategui,Berazategui,6091010,16,,11,,22,24,,2,,,5,,75,34,,5,5,,,,108,,360,,,,,,,,1422,,,,22,,,,,,2,,,,,6357,,,,,,,,,,,,,,12481,,,,,,,533,,,,,,,9,,,,,,,,,6955,,,,,,,,,,,4207,,,,,,,,,,,,,,,,,8730,,,,,,,,,1235,,,,141,,,,,,,1229,
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,,,11,,3,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,11344,,,,,,,8,,,,,,,,,,,,,,,,3557,,,,,,,,,,,49,,,,,,,,,,,,,,,,,794,,,,,,,,,14,,,,134,,,,,,,16,
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,,,,,,,,,,,,,2,,,3,,,,,7,,23,,,,,,,,8,,,,,,,,,,1,,,,,190,,,,,,,,,,,,,,1108,,,,,,,56,,,,,,,1,,,,,,,,,387,,,,,,,,,,,473,,,,,,,19,,,,,,,,,,708,,,,,,,,,95,,,,16,,,,,,,127,
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,,,,,,2000,,5,,,3,,,2,,4,,,,,,,34,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,86,,,,,,,1,,,,,,,,,12,,,,,,,,,,,944,,,,,,,58,,,,,,,,,,632,,,,,,,,,93,,,,,,,,,,,195,
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,2,,,,4,,,1,,,1,,23,,,3,3,,,,31,,141,,,,,,,,27,,,,12,,,,,,27,,,,,2355,,,,,,,,,,,,,,5188,,,,,,,185,,,,,,,6,,,,,,,,,2185,,,,,,,,,,,1366,,,,,,,11,,,,,,,,,,2966,,,,,,,,,613,,,,62,,,,,,,439,
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,,,,,10,7,,8,,,48,,77,,,,26,,,,97,,19,,,,,,,,318,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,2206,,,,,,,50,,,,,,,2,,,,,,,,,972,,,,,,,,,,,419,,,,,,,,,,,,,,,,,1155,,,,,,,,,200,,,,27,,,,,,,136,
BUENOS AIRES,Berazategui,Pereyra,6091010,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,2,,,,,,,,,,,,,,,,,100,,,,,,,,,17,,,,,,,,,,,2,
BUENOS AIRES,Berazategui,Plátanos,6091010,3,,,,,1,,,,,,,,,,2,,,,,,,37,,,,,,,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,1625,,,,,,,50,,,,,,,,,,,,,,,,500,,,,,,,,,,,673,,,,,,,,,,,,,,,,,852,,,,,,,,,145,,,,28,,,,,,,221,
BUENOS AIRES,Berazategui,Ranelagh,6091010,,,1,,7,3,,,,,,,20,,,1,,,,,2,,48,,,,,,,,8,,,,4,,,,,,,,,,,5755,,,,,,,,,,,,,,1177,,,,,,,92,,,,,,,2,,,,,,,,,679,,,,,,,,,,,805,,1,,,,,35,,,,,,,,,,1360,,,,,,,,,220,,,,13,,,,,,,197,
BUENOS AIRES,Berazategui,Villa España,6091010,,,1,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1526,,,,,,,43,,,,,,,1,,,,,,,,,639,,,,,,,,,,,330,,,,,,,,,,,,,,,,,694,,,,,,,,,81,,,,12,,,,,,,80,
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,170,,,,,,,,,,,,,,,,28,,,,9,,3,,,,,,,,115,,,,14,,,,,,,,,,,20,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Berisso,6098010,4,,8,,131,3,,,,,4,,1565,,,3,242,,,,1351,,11,,,,86,,,,1150,,,,1,,,,,,6704,,,,,14,,,,,,,,,,,,,,1383,,,,,,,207,,,,,,,,,,,,,,,,5685,,,,,,,,,,,629,,,,,,,,,,,,,,7,,,5952,,,,,,,,,687,,,,,,,,,,,734,
BUENOS AIRES,Berisso,Villa Arguello,6098010,172,,,,,,,,,,,,,,,,28,,,,8,,2,,,,,,,,115,,,,14,,,,,,,,,,,20,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Villa Nueva,6098010,172,,,,,,,,,,,,,,,,28,,,,8,,2,,,,,,,,115,,,,14,,,,,,,,,,,20,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Villa Progreso,6098010,167,,,,,,,,,,,,,,,,28,,,,8,,2,,,,,,,,116,,,,15,,,,,,,,,,,21,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Hale,6105010,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Otros,Sin Datos,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Pirovano,6105050,50,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,,,,,13,,,,,,,,347,1,,2,,,,,403,,20,,,,,,,,462,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174,,,,,,,,,22,,,,,,,,,,,9,
BUENOS AIRES,Bolívar,Urdampilleta,6105070,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Bragado,6112010,,,,,15,1,,93,,,125,,141,,,,,,,,232,,9,,,,,,,,293,,,,1,,,,,,50,,,,,4,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126,,,,,,,,,81,,,,,,,,,,,9,
BUENOS AIRES,Bragado,Comodoro Py,6112020,,,,,,,,,,,154,,,,,,44,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,General O'Brien,6112030,,,,,,,,321,,,,,,83,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Irala,6112040,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,,,,,,,,,,,10,,,,,7,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Olascoaga,6112080,,,,,,,,,,,21,,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Warnes,6112090,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,3,,,,7,5,,15,,,4,,311,1,,210,,,,,602,,1038,,,,,,124,,1045,,,,126,,,,19,,,,,,,661,,,,,,,,1385,,,,,,612,,,,,,,,,,,,,114,,,,,16,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,15,,,,,,,,,,,1,
BUENOS AIRES,Brandsen,Jeppener,6119070,,,,,,13,,23,,,122,,,,,414,,,,,72,,171,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Alto Los Cardales,6126010,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Campana,6126030,232,,1,1,,74,,2,,,123,,,,,8,170,,,,1,,779,,,,,,,,90,,,,137,,,,,,1465,,,,,28,,,,,,,,,,,,,,1221,,,,,,,156,,,,,,,,,,,,,,,,12411,,,,,118,,,,,,1662,,,,,,,2082,,,,,,,150,,,8932,,,,,,,,,894,,,,13,,,,,,,342,
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,26,,,,,,,,,2,,,,,,,,,,,3,
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,1,,,,16,,,,,,,,106,,,,,,,,36,,40,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,4,,,,,,,1,,,,,,,,,327,,,,,,,,,,,82,,,,,,,,,,,,,,,,,327,,,,,,,,,26,,,,,,,,,,,60,
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,23,,,,,,,,,,,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1,,,1,19,,,,,,1,,302,,,2,,,,,310,,528,,,,,,,,611,,,,1430,,,,,,,,,,,17,1,,,,,,,,,,,,,1120,,,,,,,1,,,,,,,,,,,,,,,,2613,,,,,,,,,,,26,,,,,,,,,,,,,,,,,2216,,,,,,,,,107,,,,,,,,,,,20,
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,,,,,,,,,,,,,,,,10,100,,,,,,228,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,28,,,,,,,79,,,,,,,2,,,,,,,,,27,,,,,,,,,,,932,,,,,,,48,,,,,,,,,,980,,,,,,,,,184,,,,,,,,,,,185,
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,,,2,,,,,,,,,,,,,,115,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,,,,,,,,,,,,,,,,80,12,,12,,17,,618,,,,,,,,56,,,,40,,,,,,,,,,,4,,,,,,,,1,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,,,,,7,,,,,,,,55,,,,,,,,29,,25,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,,,,,,,,,,,89,,20,,,1,,,,,70,,303,,,,,,,,92,,,,1,,,,,,47,,,,,1,,,,,,,,,,,,,,791,,,,,,,,,,,,,,,,,,,,,,,2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,15,,,,,,,,,,,1,
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Cadret,6147020,,,,,,5,,,,,,,,,,,18,,,,19,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,,,1,,5,65,,,,,,,157,,,,1133,,,,1263,,,,,,509,,,,765,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,,,,,,,,,47,,,,41,,,,,,,2,
BUENOS AIRES,Carlos Casares,La Sofía,6147060,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,20,,,,19,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,,,,,,,,,,,108,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,,,,,,1,,,,,,,,,,,17,,,,16,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Smith,6147100,,,,,,,,,,,166,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1,,,,,,,210,,,299,,6,,,56,147,,1116,,2,,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Timote,6154040,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,1,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,,,,,3,,,,,,903,,46,,,,,,,,109,,8,,,,,,,,372,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,3,,,,,,,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,,,,,,,,,21,,,,,,,,,,,6,
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Castelli,6168010,,,2,,,105,,173,,,62,,,,,621,,,95,,21,,193,,,,104,,,,240,,,,,,,,,,662,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Centro Guerrero,6168020,,,,,,,,11,,,4,,,,,19,,,,,,,1,,,,,,,,5,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Castilla,6210010,,,,,,,,,,,52,,,,,,217,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Chacabuco,6210020,83,,,,23,,,,,,,,219,,,5,1497,,,,353,,783,,,,,,,,472,,,,157,,,,,,,,,,,36,,,,,,,,,,,,,,697,,,,,,,,,,,,,,,,,,,,,,,5639,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3589,,,,,,,,,153,,,,,,,,,,,17,
